review_text,aspect_triplets,new_triplets,reasoning
Yine de sorbe dondurmasi güzeldir.,"[('sorbe dondurmasi', 'FOOD#QUALITY', 'positive')]","[['sorbe dondurmasi', 'FOOD#QUALITY', 'positive']]",Only mention of sorbet ice cream with positive quality.
Yoksa Mado'ların kötü bir örneği.,"[('örneği', 'RESTAURANT#GENERAL', 'negative')]","[[""Mado'lar"", 'RESTAURANT#GENERAL', 'negative']]","Target should be 'Mado'lar' (the restaurant), not 'örneği'. Review implies this branch is a bad example."
Yoğun olduğu günlerde(cumartes-pazar) gitmenizi tavsiye etmem.,"[('gitmenizi', 'RESTAURANT#GENERAL', 'negative')]","[['cumartes-pazar', 'RESTAURANT#GENERAL', 'negative']]",Metinde sadece yoğun günlerde (Cumartesi-Pazar) gitmemenin tavsiye edilmesi restoran genelinde olumsuzluk belirtiyor.
Yumurtanın neyi güzel demeyin.,"[('Yumurtanın', 'FOOD#QUALITY', 'positive')]","[['Yumurtanın', 'FOOD#QUALITY', 'positive']]","Metin yumurtanın çok güzel olduğunu ima ediyor, duygu pozitif."
Yılbaşı için 100 liraya sınırsız yabancı alkollü bir etkinlikleri olması da çok güzel :,"[('yabancı alkollü', 'DRINKS#STYLE_OPTIONS', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
"Yıllar önce keyifli mekan sayısı azken sıklıkla tercih ettiğimiz, mekan sayısı arttıkça da geri plana ittiğimiz mekanlardan.","[('mekanlardan', 'RESTAURANT#GENERAL', 'neutral')]","[['mekan', 'RESTAURANT#GENERAL', 'conflict']]","Mekan genel olarak geçmişte olumlu, şu an olumsuz ifade ediliyor."
Yıllardır dizaynini aynen koruyan uskudardaki muhteşem yemekleri olan esnaf lokantasi.,"[('yemekleri', 'FOOD#QUALITY', 'positive')]","[['dizayn', 'AMBIENCE#GENERAL', 'positive'], ['yemekleri', 'FOOD#QUALITY', 'positive']]",Mekanın dizaynı ve yemek kalitesi olumlu değerlendirilmiş.
Yıllardır İstanbul'daki favori pizzacım.,"[('pizzacım', 'RESTAURANT#GENERAL', 'positive')]","[['pizzacım', 'RESTAURANT#GENERAL', 'positive']]","Review directly states favorite pizzeria, strong positive sentiment."
"Yılların Sampi'si, canım pide istediğimde eve sipariş için tercih ettiğim yerlerdendir.","[('pide', 'FOOD#QUALITY', 'positive')]","[['pide', 'FOOD#QUALITY', 'positive']]","Pide için tercih edildiği belirtilmiş, olumlu bir ifade."
Zaman kaybı!,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]","Review expresses overall negative sentiment, no specific aspect mentioned."
Zaten bu saatten sonra sultan sofrasida kursa o isletmeciyle bu mekana bir daha adimimi atmam.,"[('isletmeciyle', 'SERVICE#GENERAL', 'negative')]","[['isletmeci', 'SERVICE#GENERAL', 'negative']]","Müşteri, işletmeciyle ilgili olumsuz görüş belirterek mekana bir daha gelmeyeceğini söylüyor."
Zaten o kalabalıkta oturmaya o gürültüyü çekmeye bile değmez.,"[('', 'AMBIENCE#GENERAL', 'negative')]","[['', 'AMBIENCE#GENERAL', 'negative']]",Kalabalık ve gürültü olumsuz atmosfer belirtir.
Zengin bir acik büfe menüsü var.,"[('acik büfe menüsü', 'FOOD#STYLE_OPTIONS', 'positive')]","[['acik büfe menüsü', 'FOOD#QUALITY', 'positive']]",Zengin (rich) implies positive quality/selection of buffet menu.
Zengini buysa normali nasıl olur.,"[('', 'FOOD#STYLE_OPTIONS', 'negative')]","[['', 'FOOD#STYLE_OPTIONS', 'negative']]","Yemek seçenekleri için olumsuz yorum, zengin ve normal arasındaki kalite farkı eleştiriliyor."
"Zeytinyagli tabagi soyledik icinde fasulye, barbunya, biber dolmasi, sarma ve saksuka vardi.","[('Zeytinyagli tabagi', 'FOOD#STYLE_OPTIONS', 'neutral')]","[['Zeytinyagli tabagi', 'FOOD#QUALITY', 'neutral']]","Review describes the plate's contents factually, no sentiment expressed."
Zeytinyagli yemekleri cok basarili ve her yerde olan klasik yemekler yerine farkli tatlar var.,"[('tatlar', 'FOOD#STYLE_OPTIONS', 'positive'), ('Zeytinyagli yemekleri', 'FOOD#QUALITY', 'positive')]","[['Zeytinyagli yemekleri', 'FOOD#QUALITY', 'positive'], ['tatlar', 'FOOD#STYLE_OPTIONS', 'positive']]","Review praises olive oil dishes as successful and mentions different flavors, indicating positive quality and variety."
"Zeytinyağlı tabağı başarılı, salatalarının da porsiyonu çok büyük tavsiye ederim.","[('Zeytinyağlı tabağı', 'FOOD#QUALITY', 'positive'), ('porsiyonu', 'FOOD#STYLE_OPTIONS', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
Zincirler icinde tek tercih edilebilir yer.,"[('yer', 'RESTAURANT#GENERAL', 'positive')]","[['yer', 'RESTAURANT#GENERAL', 'positive']]","Review praises restaurant as only preferable chain, positive overall."
ama meyhane kismina bir kere oturdugumuzda arkadaslarimizi bekliyorduk zorla 10 tane meze getirdiler eger meze istemiyorsak oturamayacagimizi soylediler.,"[('', 'SERVICE#GENERAL', 'negative')]","[['', 'SERVICE#GENERAL', 'negative']]",Zorla meze getirilmesi ve meze alınmazsa oturulamayacağının söylenmesi servis hatasıdır.
ama çok pide yemeyenler için güzel diyebilirim.,"[('pide', 'FOOD#QUALITY', 'positive')]","[['pide', 'FOOD#QUALITY', 'positive']]","Review qualifies pide as good for those who don't eat much, so positive."
"ancak hesap biraz abartılı geliyor, balık yemeden kişi başı 100 liradan fazla ödedik, itiraz etmek gerekir.","[('hesap', 'FOOD#PRICES', 'negative')]","[['hesap', 'RESTAURANT#PRICES', 'negative']]","Hesap abartılı ve kişi başı 100 TL'den fazla ödendi, fiyat olumsuz."
anlaşılan müessesede bir doymuşluk var.,"[('müessesede', 'RESTAURANT#GENERAL', 'neutral')]","[['müessese', 'RESTAURANT#GENERAL', 'negative']]","'doymuşluk' olumsuz bir durumu işaret eder, genel memnuniyetsizlik."
anzarasi harika...,"[('anzarasi', 'AMBIENCE#GENERAL', 'positive')]","[['anzarasi', 'AMBIENCE#GENERAL', 'positive']]","Metin sadece ambiyansın harika olduğunu söylüyor, mevcut etiket doğru."
artik lezzete degil popülerligine gidiliyor.,"[('lezzete', 'FOOD#QUALITY', 'negative')]","[['lezzete', 'FOOD#QUALITY', 'negative']]","Metin lezzetin önemsenmediğini, popülerliğe yönelindiğini belirtiyor, bu nedenle lezzete negatif."
asla gitmeyin.,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]","Review strongly negative about restaurant overall, no other aspects."
ayrica gelen kalamar soguk ve sünger gibiydi.,"[('kalamar', 'FOOD#QUALITY', 'negative')]","[['kalamar', 'FOOD#QUALITY', 'negative']]",Kalamarın soğuk ve sünger gibi olması yemek kalitesine yönelik olumsuz yorum.
az vaktiniz varsa kesinlikle ogle saatlerinde ugramayiniz.,"[('', 'SERVICE#GENERAL', 'negative')]","[['', 'SERVICE#GENERAL', 'negative']]","Service slow during lunch, negative."
"açik büfe kahvaltisi evet çesit çoktu ancak sunum beni tatmin etmedi, temizlik hijyen hissi uyandirmadi.","[('çesit', 'FOOD#STYLE_OPTIONS', 'positive'), ('sunum', 'FOOD#STYLE_OPTIONS', 'negative')]","[['çesit', 'FOOD#STYLE_OPTIONS', 'positive'], ['sunum', 'FOOD#STYLE_OPTIONS', 'negative'], ['temizlik', 'RESTAURANT#GENERAL', 'negative']]","Çeşit olumlu, sunum olumsuz; temizlik eklendi. Mevcut etiketler doğru ancak temizlik eksik."
açık alan gayet rahat.,"[('açık alan', 'AMBIENCE#GENERAL', 'positive')]","[['açık alan', 'AMBIENCE#GENERAL', 'positive']]",Açık alan rahatlığı pozitif olarak belirtilmiş.
"açıkçası çokta tavsiye edilecek bir yer değil bence , press ile yanyana olunca bir orayada bakayim dedim fakat oturmamla kalkmam bir oldu .","[('yer', 'RESTAURANT#GENERAL', 'negative')]","[['yer', 'RESTAURANT#GENERAL', 'negative']]",Review expresses overall negative opinion; no specific aspect mentioned.
bazen bir hesabın gelmesi bile yarım saat sürebiliyor.,"[('hesabın gelmesi', 'SERVICE#GENERAL', 'negative')]","[['hesabın gelmesi', 'SERVICE#GENERAL', 'negative']]","Hesap gelmesi yarım saat sürüyor, bu servis hızına yönelik negatif duygu."
ben arkadasim ve 2.5 yasindaki oglum rahatlikla doyduk.,"[('doyduk', 'FOOD#STYLE_OPTIONS', 'positive')]","[['', 'FOOD#QUALITY', 'positive']]","Mevcut etiket yanlış; doyduk ifadesi yemek miktarı/yeterliliğini belirtir, FOOD#QUALITY pozitif."
ben aynı fiyatlara çok daha lezzetli yemekler yiyorum bu şehirde.,"[('yemekler', 'FOOD#QUALITY', 'negative')]","[['yemekler', 'FOOD#QUALITY', 'negative']]","Review states that better meals are eaten elsewhere at same prices, implying negative food quality here."
ben bu yuzden tatli yemegi tercih etmedim.,"[('', 'FOOD#QUALITY', 'negative')]","[['tatli yemegi', 'FOOD#QUALITY', 'negative']]","Müşteri tatlı yemeği tercih etmediğini belirtiyor, bu olumsuz."
"besiktas barbarosta bulunan sampi sabaha kadar acik,gece cani cekenler icin ideal ve paket servisi de var,kapali kasarlisi da cok lezzetli oluyor","[('kapali kasarlisi', 'FOOD#QUALITY', 'positive')]","[['kapali kasarlisi', 'FOOD#QUALITY', 'positive'], ['sampi', 'RESTAURANT#GENERAL', 'positive'], ['paket servisi', 'SERVICE#GENERAL', 'positive']]","Restoran genel bilgileri ve paket servis olumlu, kapalı kaşarlı lezzetli."
besiktas da yiyebilceniz en iyi pide ama odun atesinde pisenin yerini tutmuyor tabiki.,"[('', 'FOOD#STYLE_OPTIONS', 'negative'), ('pide', 'FOOD#QUALITY', 'positive')]","[['pide', 'FOOD#QUALITY', 'conflict']]","Pide praised as best but lacks wood-fire taste, so mixed sentiment."
beşiktaşa otobüsle zincirlikuyudan geldiğinizde gözünüze direk çarpan bir mekan.,"[('mekan', 'LOCATION#GENERAL', 'positive')]","[['mekan', 'AMBIENCE#GENERAL', 'positive']]",Mekanın dikkat çekici olması olumlu; AMBIENCE#GENERAL kategorisi uygun.
bilemedim mekana daha sonra belki bir şans daha verebilirim.,"[('mekana', 'RESTAURANT#GENERAL', 'neutral')]","[['mekana', 'RESTAURANT#GENERAL', 'neutral']]",Yorumda mekan geneli hakkında nötr bir belirsizlik ifade ediliyor.
bir kahvalti tabagi ile gelen çay ücretsizdi.,"[('çay', 'DRINKS#STYLE_OPTIONS', 'positive')]","[['çay', 'DRINKS#PRICES', 'positive']]","Review states tea is free, indicating positive price aspect for drinks."
biz kahvaltısında denemek üzere tekrar geliriz,"[('', 'RESTAURANT#GENERAL', 'positive')]","[['', 'RESTAURANT#GENERAL', 'positive']]","Review expresses intention to return for breakfast, implying overall positive sentiment."
bu kadar meşhur olması bana garip geldi açıkçası.,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]","Review expresses surprise at restaurant's fame, indicating negative view of general reputation."
bu servise bu fiyatlar ise cok faZla.,"[('fiyatlar', 'RESTAURANT#PRICES', 'negative')]","[['fiyatlar', 'RESTAURANT#PRICES', 'negative']]","sadece fiyatlar için açık olumsuz ifade var, servis için duygu belirtilmemiş"
bunun haricinde çalışanların ilgiside gayet iyi,"[('çalışanların ilgiside', 'SERVICE#GENERAL', 'positive')]","[['çalışanların ilgiside', 'SERVICE#GENERAL', 'positive']]","Metin çalışan ilgisinin iyi olduğunu belirtiyor, mevcut etiket doğru."
civarda sıcaktan bunalıp serinlemek istiyorsanız boğazın kenarındaki masalardan birine oturup canlı müzik eşliğinde soğuk birşeyler içebilirsiniz.,"[('', 'RESTAURANT#GENERAL', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
cok yuksek sesle gulup egleniyorlar.,"[('', 'AMBIENCE#GENERAL', 'negative')]","[['', 'AMBIENCE#GENERAL', 'negative']]",Loud laughter and fun noise negatively affect ambiance.
dün gidip yeniden kahvalti etme firsati buldugum yer.,"[('yer', 'RESTAURANT#GENERAL', 'positive')]","[['yer', 'RESTAURANT#GENERAL', 'positive']]",Review expresses positive sentiment about place without specific aspects.
eh iste.,"[('', 'RESTAURANT#GENERAL', 'neutral')]","[['', 'RESTAURANT#GENERAL', 'neutral']]",Vague expression 'eh iste' implies neutral general feeling.
en sevdıgım big chef şubesi arkadaşlarınızla keyifli zaman geçireceğiniz bu mekan göksunun incisi tekrar gidiceğinizden emin olabilirsiniz,"[('mekan', 'RESTAURANT#GENERAL', 'positive')]","[['mekan', 'RESTAURANT#GENERAL', 'positive']]","Mekan olumlu betimlenmiş: favori şube, keyifli zaman, incisi."
eskiden daha iyiydi.,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]","Review states it was better before, implying current decline."
fakat kızartma combosu bir harika.,"[('kızartma combosu', 'FOOD#QUALITY', 'positive')]","[['kızartma combosu', 'FOOD#QUALITY', 'positive']]",Explicit positive mention of fried combo quality.
fiyatlar asiri uçmus.,"[('fiyatlar', 'RESTAURANT#PRICES', 'negative')]","[['fiyatlar', 'RESTAURANT#PRICES', 'negative']]","Tek cümle fiyatların yüksek olduğunu belirtiyor, mevcut etiket doğru."
fiyatlar standart seviyede.,"[('fiyatlar', 'RESTAURANT#PRICES', 'neutral')]","[['fiyatlar', 'RESTAURANT#PRICES', 'neutral']]",Fiyatlar standart seviyede ifadesi nötr bir değerlendirmedir.
fiyatlari 13-17 tl arasi porsiyonlari 1.5 olarak buyutmek de mumkun.,"[('fiyatlari', 'FOOD#PRICES', 'neutral'), ('porsiyonlari', 'FOOD#STYLE_OPTIONS', 'neutral')]","[['fiyatlari', 'FOOD#PRICES', 'neutral'], ['porsiyonlari', 'FOOD#QUALITY', 'neutral']]","Prices stated as range, neutral sentiment. Portion enlargement option, neutral sentiment; mapped to FOOD#QUALITY."
garson a nie yavas oldugunu sordugumda 500 kisi var normaldir cvbini aldim.,"[('garson', 'SERVICE#GENERAL', 'negative')]","[['garson', 'SERVICE#GENERAL', 'negative']]",Waiter slow and dismissive response; existing triplet accurate.
garsonlar sürekli bir şey düşürüyor...,"[('garsonlar', 'SERVICE#GENERAL', 'negative')]","[['garsonlar', 'SERVICE#GENERAL', 'negative']]","Metin, garsonların sürekli bir şey düşürdüğünü belirtiyor, bu servis kalitesiyle ilgili olumsuz."
garsonumuz ilgisizdi biz söyledikce yaptı buda benim restauranttan beklentimi zayıflatıyor.,"[('garsonumuz', 'SERVICE#GENERAL', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
gerçekten bir özelligi olmayan çesidi bol konumu itibari ile talep gören çok sikisik havasiz normal bir mekan fiyatlar hayli yüksek süper bir özelligi olan bir yemegi varsa söyleyin arkadaslar,"[('konumu', 'LOCATION#GENERAL', 'positive'), ('fiyatlar', 'RESTAURANT#PRICES', 'negative'), ('mekan', 'AMBIENCE#GENERAL', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
"güzel olan tek sey manzaraydi, evet çocuk oyun alani var bakimsiz servis elemanlari suratsiz, hele omlet yapan bir bayan var ki benim oturdugum masa dibindeydi gelen herkese bir surat bir tavir ben böyle birsey görmedim .","[('servis elemanlari', 'SERVICE#GENERAL', 'negative'), ('bayan', 'SERVICE#GENERAL', 'negative'), ('manzaraydi', 'AMBIENCE#GENERAL', 'positive')]","[['manzara', 'AMBIENCE#GENERAL', 'positive'], ['çocuk oyun alani', 'AMBIENCE#GENERAL', 'negative'], ['servis elemanlari', 'SERVICE#GENERAL', 'negative'], ['bayan', 'SERVICE#GENERAL', 'negative']]",Manzara positive; çocuk oyun alani bakimsiz negative; servis ve bayan suratsiz negative.
hamburgerde çok güzeldi.,"[('hamburgerde', 'FOOD#QUALITY', 'positive')]","[['hamburger', 'FOOD#QUALITY', 'positive']]",Target stemmed from 'hamburgerde'; 'çok güzeldi' indicates positive food quality.
hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.,"[('patates kizartmasi', 'FOOD#QUALITY', 'positive'), ('sunum', 'SERVICE#GENERAL', 'negative'), ('hamburgeri', 'FOOD#QUALITY', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
her zaman çok yoğun.,"[('', 'SERVICE#GENERAL', 'negative')]","[['', 'AMBIENCE#GENERAL', 'negative']]","Yoğun kalabalık atmosferle ilgili, AMBIENCE#GENERAL negative."
icin) artik gitmiyorum.,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]",Metin çok kısa ve eksik; sadece genel olumsuzluk ifade ediyor.
iyi ki gittim de yedim dediğim bir şey yok.,"[('', 'FOOD#QUALITY', 'negative')]","[['', 'FOOD#QUALITY', 'negative']]","Review expresses disappointment about food, no specific target; negative food quality."
iç dekorasyonu da gayet hoş.,"[('iç dekorasyonu', 'AMBIENCE#GENERAL', 'positive')]","[['iç dekorasyonu', 'AMBIENCE#GENERAL', 'positive']]",Açıkça iç dekorasyonun hoş olduğu belirtilmiş.
içecek çeşitliliği konusunda biraz yetersiz ancak fiyat olarak tartışmasız çevresine göre çok çok ucuz.,"[('fiyat', 'RESTAURANT#PRICES', 'positive'), ('içecek çeşitliliği', 'DRINKS#STYLE_OPTIONS', 'negative')]","[['içecek çeşitliliği', 'DRINKS#QUALITY', 'negative'], ['fiyat', 'RESTAURANT#PRICES', 'positive']]","Drink variety negative, price positive. Fixed category for drink variety to DRINKS#QUALITY."
"içecekler güzel, ama fastfood tarzı atıştırmalık tercih edecekseniz pek tavsiye etmem.","[('içecekler', 'DRINKS#QUALITY', 'positive'), ('fastfood tarzı atıştırmalık', 'FOOD#QUALITY', 'negative')]","[['içecekler', 'DRINKS#QUALITY', 'positive'], ['fastfood tarzı atıştırmalık', 'FOOD#QUALITY', 'negative']]","Drinks positive, fast-food snacks negative from review."
içerde müzikten birbirini duyamıyorsun.,"[('müzikten', 'AMBIENCE#GENERAL', 'negative')]","[['müzikten', 'AMBIENCE#GENERAL', 'negative']]",Yüksek sesli müzik ambiyansı olumsuz etkiliyor.
kahvalti tabagi 17.90 tl menemen 10 tl patates 8 tl.,"[('patates', 'FOOD#PRICES', 'neutral'), ('menemen', 'FOOD#PRICES', 'neutral'), ('kahvalti tabagi', 'FOOD#PRICES', 'neutral')]","[['kahvalti tabagi', 'FOOD#PRICES', 'neutral'], ['menemen', 'FOOD#PRICES', 'neutral'], ['patates', 'FOOD#PRICES', 'neutral']]","Only prices listed, no sentiment expressed."
kesinlikle tercih etmicem bi daha,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]","Review expresses general dissatisfaction with the restaurant, no specific aspect mentioned."
"kuskonmaz somon sarma,kagitta balik pastirma kesinlikle denenmeli.","[('kagitta balik pastirma', 'FOOD#QUALITY', 'positive'), ('kuskonmaz somon sarma', 'FOOD#QUALITY', 'positive')]","[['kuskonmaz somon sarma', 'FOOD#QUALITY', 'positive'], ['kagitta balik pastirma', 'FOOD#QUALITY', 'positive']]","Her iki yemek 'kesinlikle denenmeli' ifadesiyle övülüyor, pozitif FOOD#QUALITY."
lavaş yediriyor gibi.,"[('yediriyor', 'FOOD#QUALITY', 'negative'), ('lavaş', 'FOOD#QUALITY', 'positive')]","[['lavaş', 'FOOD#QUALITY', 'negative']]","Review implies lavash is forced or poor quality, so negative. Existing positive label for lavash is wrong."
lokumun daha iyisini yedim küşleme güzeldi.,"[('küşleme', 'FOOD#QUALITY', 'positive'), ('lokumun', 'FOOD#QUALITY', 'neutral')]","[['lokumun', 'FOOD#QUALITY', 'negative'], ['küşleme', 'FOOD#QUALITY', 'positive']]",lokumun daha iyisini yedim implies negative; küşleme güzeldi positive.
mantısı ficcini zeytinyağlı mezgiti ile cok guzel yer.,"[('mantısı ficcini zeytinyağlı mezgiti', 'FOOD#QUALITY', 'positive')]","[['mantısı ficcini zeytinyağlı mezgiti', 'FOOD#QUALITY', 'positive'], ['yer', 'RESTAURANT#GENERAL', 'positive']]",Existing food positive confirmed; added positive for restaurant overall from 'cok guzel yer'.
mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,"[('ilgi', 'SERVICE#GENERAL', 'neutral'), ('fiyatlar', 'RESTAURANT#PRICES', 'negative'), ('', 'RESTAURANT#GENERAL', 'positive'), ('mekan', 'RESTAURANT#GENERAL', 'positive'), ('içecekler', 'DRINKS#QUALITY', 'positive'), ('kuzu bonfilesi', 'FOOD#QUALITY', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
"mekanın girişinde kasap reyonu ışıltılı,sıcak bir ortam yaratılmaya çalışılmış manzara olmadığı için bulunduğu konumda pek samimi bulmadım.","[('kasap reyonu', 'AMBIENCE#GENERAL', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
menü kısıtlı,"[('menü', 'FOOD#STYLE_OPTIONS', 'negative')]","[['menü', 'FOOD#QUALITY', 'negative']]","menü kısıtlı means limited menu, negative sentiment about food variety."
mezeleri gerçekten standartların üzerinde mekan neredeyse her gün akşam saatlerinde yoğun oluyor .,"[('mezeleri', 'FOOD#QUALITY', 'positive')]","[['mezeleri', 'FOOD#QUALITY', 'positive']]",Sadece mezeleri için net olumlu duygu var; yoğunluk yoruma açık.
müzikler de ortam ile uyumlu.,"[('müzikler', 'AMBIENCE#GENERAL', 'positive')]","[['müzikler', 'AMBIENCE#GENERAL', 'positive']]",Müzikler ortamla uyumlu ifadesi ambiyans için olumlu.
nadir güllüoglunun yeri güzel bakimli ve taze lezzet sunuyor sadece bana çok sekerli geliyor damak tadimdan kaynaklanabilir hepsini genelde denedim fistikli baklava güzel,"[('', 'FOOD#QUALITY', 'neutral'), ('nadir güllüoglunun yeri', 'LOCATION#GENERAL', 'positive'), ('lezzet', 'FOOD#QUALITY', 'positive'), ('fistikli baklava', 'FOOD#QUALITY', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
"normal - Pizzalari yeterince ince ama spesifik bir tadi eksik,mekan olarakta cok ozel olmadigindan gidilmesine gerek olmayan bir yer kanimca.","[('mekan', 'AMBIENCE#GENERAL', 'negative'), ('tadi', 'FOOD#QUALITY', 'negative')]","[['mekan', 'AMBIENCE#GENERAL', 'negative'], ['tadi', 'FOOD#QUALITY', 'negative']]","Both targets supported: 'tadi' lacks specific taste (FOOD negative), 'mekan' not special (AMBIENCE negative)."
"ogle yemeklerinde hele de yazin favori yerlerimden,ama maalesef ufak bir mekan oldugu icin yer bulmak zor olabiliyor ama birazcik beklerseniz imkansiz degil","[('ogle yemeklerinde', 'FOOD#QUALITY', 'positive'), ('yer bulmak', 'SERVICE#GENERAL', 'negative')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
otobus duraginin hemen karsisinda yeri cok kolay.,"[('yeri', 'LOCATION#GENERAL', 'positive')]","[['yeri', 'LOCATION#GENERAL', 'positive']]","Location described as easy and across from bus stop, positive."
otopark sorunu yok.,"[('otopark', 'LOCATION#GENERAL', 'positive')]","[['otopark', 'RESTAURANT#GENERAL', 'positive']]","Otopark sorunu olmadığı belirtilmiş, olumlu."
oturma yeri de çok yok.,"[('oturma yeri', 'AMBIENCE#GENERAL', 'negative')]","[['oturma yeri', 'AMBIENCE#GENERAL', 'negative']]","Review directly states lack of seating areas, implying negative sentiment about ambience."
paranızla rezil olmak isterseniz buyrun derim.,"[('', 'RESTAURANT#GENERAL', 'negative')]","[['', 'RESTAURANT#GENERAL', 'negative']]","Review expresses negative general sentiment about the restaurant, implying a waste of money."
pideleri iyi hizmetide bence üst kat terası çok daha iyi bütük kalabalık gözünüzün önünden akıyor resmen hemen yanındaki ağaç ilede farklı bir hava katıyor,"[('hizmetide', 'SERVICE#GENERAL', 'positive'), ('pideleri', 'FOOD#QUALITY', 'positive'), ('üst kat terası', 'AMBIENCE#GENERAL', 'positive')]",[],JSON_ERROR: Expecting value: line 1 column 1 (char 0)
porsiyonu tam malzemesi bol hamuru citir citir fakat servis icin ayni hosnutluktan bahsedemicem.,"[('malzemesi', 'FOOD#STYLE_OPTIONS', 'positive'), ('porsiyonu', 'FOOD#STYLE_OPTIONS', 'positive'), ('hamuru', 'FOOD#STYLE_OPTIONS', 'positive'), ('servis', 'SERVICE#GENERAL', 'negative')]","[['porsiyonu', 'FOOD#QUALITY', 'positive'], ['malzemesi', 'FOOD#QUALITY', 'positive'], ['hamuru', 'FOOD#QUALITY', 'positive'], ['servis', 'SERVICE#GENERAL', 'negative']]","Porsiyon, malzeme, hamur olumlu; servis olumsuz. FOOD#QUALITY kullanıldı."
puanimdan sirf yavas yuzunden kisiyorum!,"[('', 'SERVICE#GENERAL', 'negative'), ('kisiyorum', 'RESTAURANT#GENERAL', 'positive')]","[['', 'SERVICE#GENERAL', 'negative']]","Review complains about slowness, implying negative service."
roka salatası Güveçte mantarda başarılı idi.,"[('roka salatası', 'FOOD#QUALITY', 'positive'), ('Güveçte mantarda', 'FOOD#QUALITY', 'positive')]","[['roka salatası', 'FOOD#QUALITY', 'positive'], ['Güveçte mantarda', 'FOOD#QUALITY', 'positive']]",Both dishes praised; no other aspects mentioned.
sadece fiyatlar makul.,"[('fiyatlar', 'RESTAURANT#PRICES', 'positive')]","[['fiyatlar', 'RESTAURANT#PRICES', 'positive']]",Only price mention with positive sentiment 'makul'.
servis elemanları kaba.,"[('servis elemanları', 'SERVICE#GENERAL', 'negative')]","[['servis elemanları', 'SERVICE#GENERAL', 'negative']]",Exact match: staff rudeness is negative service aspect.
servis oldukca yavas.,"[('servis', 'SERVICE#GENERAL', 'negative')]","[['servis', 'SERVICE#GENERAL', 'negative']]","Metin servisin yavaş olduğunu belirtir, mevcut etiket doğrudur."
servis yavastu .,"[('servis', 'SERVICE#GENERAL', 'negative')]","[['servis', 'SERVICE#GENERAL', 'negative']]","Direct mention of slow service, clearly negative."
servisi gayet iyi.,"[('servisi', 'SERVICE#GENERAL', 'positive')]","[['servisi', 'SERVICE#GENERAL', 'positive']]",Explicit positive sentiment for service.
sessiz sakin ve huzurlu bir mekan.,"[('mekan', 'AMBIENCE#GENERAL', 'positive')]","[['mekan', 'AMBIENCE#GENERAL', 'positive']]",Metin mekanın atmosferini olumlu anlatıyor.
suflesi normal.,"[('suflesi', 'FOOD#QUALITY', 'neutral')]","[['suflesi', 'FOOD#QUALITY', 'neutral']]","Review states soufflé is normal, indicating neutral quality."
sürekli kalabalik nedeniyle servis oldukca yavas.,"[('servis', 'SERVICE#GENERAL', 'negative')]","[['servis', 'SERVICE#GENERAL', 'negative']]","Servisin yavaş olduğu belirtilmiş, kalabalık sebep olarak gösterilmiş."
tatli secenekleri de mevcur sufle ve kunefe var menu de var da pide o kadar gec gelince insani tatli siparisi dusunduruyor.,"[('gelince', 'SERVICE#GENERAL', 'negative'), ('tatli', 'FOOD#STYLE_OPTIONS', 'positive')]","[['tatli', 'FOOD#STYLE_OPTIONS', 'positive'], ['pide', 'SERVICE#GENERAL', 'negative']]","Tatlı seçenekleri olumlu belirtilmiş, pide gecikmesi servis için olumsuz."
